subject,window,window_index,window_sec,status,status_name,phase,t_start,t_end,major_ratio,stress_ratio,rest_ratio,covered_ratio,n_peaks,ibi_pass_ratio,valid_ibi_count,ibi_mean_sec_raw,ibi_mean_sec,ibi_std_sec,RMSSD,SDNN,LF,HF,LF_HF
f05,window1,1,60,1,stress,TMCT,2013-07-02 10:45:13,2013-07-02 10:46:13,1.0,1.0,0.0,1.0,76,0.9866666666666667,55,0.7914583333333334,0.7232954545454545,0.1120680124351147,0.14064107418419836,0.1120680124351147,0.0028509255646205103,0.0017224185922873946,1.655187407629201
f05,window2,2,60,1,stress,TMCT,2013-07-02 10:45:43,2013-07-02 10:46:43,1.0,1.0,0.0,1.0,82,1.0,64,0.7282021604938271,0.670166015625,0.09592676307662597,0.1305353037526387,0.09592676307662597,0.0012660279540426525,0.0019923731786115864,0.6354371598823179
f05,window3,3,60,1,stress,TMCT,2013-07-02 10:46:13,2013-07-02 10:47:13,1.0,1.0,0.0,1.0,94,1.0,86,0.6379368279569892,0.6228197674418605,0.05553295757196894,0.06859105959148286,0.05553295757196894,8.647472187877582e-05,0.0002054446841248409,0.4209148669246094
f05,window4,4,60,1,stress,TMCT,2013-07-02 10:46:43,2013-07-02 10:47:43,1.0,1.0,0.0,1.0,100,1.0,98,0.6022727272727273,0.6004464285714286,0.042351932948683654,0.03504645297286705,0.042351932948683654,0.0015787870900126337,0.000139858831145164,11.2884333229838
f05,window5,5,60,1,stress,TMCT,2013-07-02 10:47:13,2013-07-02 10:48:13,1.0,1.0,0.0,1.0,98,1.0,97,0.6092139175257731,0.6092139175257731,0.039534509421117844,0.02927516556760041,0.039534509421117844,0.0002648767481661666,0.00033288938175866174,0.795689987967826
f05,window6,6,60,1,stress,TMCT,2013-07-02 10:47:43,2013-07-02 10:48:43,1.0,1.0,0.0,1.0,91,1.0,90,0.6550347222222223,0.6550347222222223,0.04769125978253313,0.033166314070830115,0.04769125978253313,0.0006700410141735417,0.0002914621533859007,2.2988954359587
f05,window7,7,60,1,stress,TMCT,2013-07-02 10:48:13,2013-07-02 10:49:13,1.0,1.0,0.0,1.0,89,1.0,88,0.6775568181818182,0.6775568181818182,0.051671169609883084,0.052894190968559025,0.051671169609883084,0.0008266493253053083,0.00037659118733522807,2.1950840941199576
f05,window8,8,60,1,stress,TMCT,2013-07-02 10:48:43,2013-07-02 10:49:43,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,83,1.0,73,0.7217987804878049,0.7061215753424658,0.06947669786691721,0.08343499658125414,0.06947669786691721,0.00025839736608094485,0.0009349526008772736,0.2763748299523297
f05,window9,9,60,0,normal,First Rest,2013-07-02 10:49:43,2013-07-02 10:50:43,1.0,0.0,1.0,1.0,67,1.0,61,0.8953598484848485,0.9126536885245902,0.11427396077582498,0.18163572462027763,0.11427396077582498,0.0007343395646710871,0.005057634623256494,0.14519426952954992
f05,window10,10,60,0,normal,First Rest,2013-07-02 10:50:13,2013-07-02 10:51:13,1.0,0.0,1.0,1.0,66,1.0,62,0.909375,0.9133064516129032,0.11711783612679091,0.19639301526447453,0.11711783612679091,0.0007816012809075377,0.004060632894681299,0.192482625536353
f05,window11,11,60,0,normal,First Rest,2013-07-02 10:50:43,2013-07-02 10:51:43,1.0,0.0,1.0,1.0,66,1.0,65,0.8975961538461539,0.8975961538461539,0.10846222040156596,0.17607397501543032,0.10846222040156596,0.00010921392931936098,0.0029759923228585322,0.03669832360805879
f05,window12,12,60,0,normal,First Rest,2013-07-02 10:51:13,2013-07-02 10:52:13,1.0,0.0,1.0,1.0,68,1.0,65,0.8808302238805971,0.8899038461538461,0.09436619487510928,0.14796130442592711,0.09436619487510928,0.000978219240489925,0.005351340969434371,0.18279889957999096
f05,window13,13,60,0,normal,First Rest,2013-07-02 10:51:43,2013-07-02 10:52:43,1.0,0.0,1.0,1.0,70,1.0,65,0.8611865942028986,0.8697115384615385,0.08287379458189643,0.13042137519372304,0.08287379458189643,0.0005100662500904245,0.0015280037768501736,0.3338121657931205
f05,window14,14,60,0,normal,First Rest,2013-07-02 10:52:13,2013-07-02 10:53:13,1.0,0.0,1.0,1.0,71,1.0,64,0.8453125,0.84521484375,0.09709678611268803,0.1456205931276794,0.09709678611268803,0.0018519862603213252,0.0035601558388756345,0.5201980879876927
f05,window15,15,60,0,normal,First Rest,2013-07-02 10:52:43,2013-07-02 10:53:43,1.0,0.0,1.0,1.0,71,1.0,67,0.8517857142857143,0.8481809701492538,0.10767285496215193,0.17360953282110875,0.10767285496215193,0.0005955724277417669,0.002841267484905193,0.20961505064407543
f05,window16,16,60,0,normal,First Rest,2013-07-02 10:53:13,2013-07-02 10:54:13,1.0,0.0,1.0,1.0,72,1.0,70,0.8318661971830986,0.8363839285714286,0.11487210924667751,0.16345481400933437,0.11487210924667751,0.0009275881983792358,0.00195724552983508,0.47392531199567767
f05,window17,17,60,0,normal,First Rest,2013-07-02 10:53:43,2013-07-02 10:54:43,1.0,0.0,1.0,1.0,73,1.0,66,0.8177083333333334,0.8278882575757576,0.10323299929921848,0.130785579436196,0.10323299929921848,0.0033750183547925647,0.004001976318554642,0.8433379126070116
f05,window18,18,60,0,normal,First Rest,2013-07-02 10:54:13,2013-07-02 10:55:13,1.0,0.0,1.0,1.0,73,1.0,64,0.8213975694444444,0.83203125,0.08368861439698652,0.13632934197789917,0.08368861439698652,0.0004431014739696953,0.0021864691072962794,0.20265617862656243
f05,window19,19,60,0,normal,First Rest,2013-07-02 10:54:43,2013-07-02 10:55:43,1.0,0.0,1.0,1.0,70,1.0,66,0.8582427536231884,0.8641098484848485,0.10385736621272325,0.16474503173318833,0.10385736621272325,0.0007079766358457229,0.0025712265723268368,0.2753458771254989
f05,window20,20,60,0,normal,First Rest,2013-07-02 10:55:13,2013-07-02 10:56:13,1.0,0.0,1.0,1.0,68,1.0,67,0.8850279850746269,0.8850279850746269,0.11852706060460177,0.2071640958146391,0.11852706060460177,0.000712316084057594,0.003494726100166426,0.20382601200811473
f05,window21,21,60,0,normal,First Rest,2013-07-02 10:55:43,2013-07-02 10:56:43,1.0,0.0,1.0,1.0,69,1.0,66,0.8775275735294118,0.8780776515151515,0.10985486242262428,0.18149436444948663,0.10985486242262428,0.002699993904858159,0.003662685339497639,0.7371623971467013
f05,window22,22,60,0,normal,First Rest,2013-07-02 10:56:13,2013-07-02 10:57:13,1.0,0.0,1.0,1.0,70,1.0,67,0.8629981884057971,0.8717350746268657,0.0847059100366892,0.13677116149075544,0.0847059100366892,0.00041623838227808823,0.0014909802797379295,0.27917095077290405
f05,window23,23,60,0,normal,First Rest,2013-07-02 10:56:43,2013-07-02 10:57:43,1.0,0.0,1.0,1.0,71,1.0,69,0.8520089285714286,0.8557518115942029,0.09068607884940469,0.14213597967703323,0.09068607884940469,0.0006683686914374416,0.0020132040944227467,0.3319925154578455
f05,window24,24,60,0,normal,First Rest,2013-07-02 10:57:13,2013-07-02 10:58:13,1.0,0.0,1.0,1.0,69,1.0,66,0.8667279411764706,0.8586647727272727,0.1122930486206023,0.179998163719266,0.1122930486206023,0.000797647566372394,0.0041056148953692185,0.19428212014528495
f05,window25,25,60,0,normal,First Rest,2013-07-02 10:57:43,2013-07-02 10:58:43,1.0,0.0,1.0,1.0,70,1.0,65,0.8557518115942029,0.8637019230769231,0.11703941580540723,0.18015394621250322,0.11703941580540723,0.0005600222172852712,0.004291013389916321,0.1305104800188452
f05,window26,26,60,0,normal,First Rest,2013-07-02 10:58:13,2013-07-02 10:59:13,1.0,0.0,1.0,1.0,73,1.0,65,0.8203125,0.8439903846153847,0.1309718982404173,0.2111634351347094,0.1309718982404173,0.0006821512566144424,0.003704503491546579,0.1841410753616684
f05,window27,27,60,0,normal,First Rest,2013-07-02 10:58:43,2013-07-02 10:59:43,1.0,0.0,1.0,1.0,74,1.0,61,0.8176369863013698,0.8729508196721312,0.1163253948148741,0.1785060799326361,0.1163253948148741,0.0007196016620870707,0.0034594269786402294,0.2080118084671696
f05,window28,28,60,0,normal,First Rest,2013-07-02 10:59:13,2013-07-02 11:00:13,1.0,0.0,1.0,1.0,72,1.0,63,0.8371478873239436,0.8578869047619048,0.15409511807267678,0.24772147145404017,0.15409511807267678,0.0008322264033028626,0.007177936750648854,0.11594228706844387
f05,window29,29,60,0,normal,First Rest,2013-07-02 10:59:43,2013-07-02 11:00:43,1.0,0.0,1.0,1.0,74,1.0,66,0.808861301369863,0.8200757575757576,0.1574584524306343,0.24437020455652936,0.1574584524306343,0.0023584742338707823,0.011857671447761856,0.19889859862122813
f05,window30,30,60,0,normal,First Rest,2013-07-02 11:00:13,2013-07-02 11:01:13,1.0,0.0,1.0,1.0,74,1.0,59,0.813570205479452,0.776218220338983,0.12199922633042654,0.1564519169483402,0.12199922633042654,0.007084436355229675,0.004174698054670358,1.6969937136660955
f05,window31,31,60,0,normal,First Rest,2013-07-02 11:00:43,2013-07-02 11:01:43,1.0,0.0,1.0,1.0,72,1.0,63,0.8373679577464789,0.8216765873015873,0.14653939728891316,0.2382657567014871,0.14653939728891316,0.0028585610315455265,0.006371354278571535,0.4486583081966711
f05,window32,32,60,0,normal,First Rest,2013-07-02 11:01:13,2013-07-02 11:02:13,1.0,0.0,1.0,1.0,71,1.0,64,0.8444196428571429,0.8623046875,0.11501485314024051,0.17760776686059185,0.11501485314024051,0.0024046200823077974,0.003231727299094851,0.7440665191587448
f05,window33,33,60,0,normal,First Rest,2013-07-02 11:01:43,2013-07-02 11:02:43,1.0,0.0,1.0,1.0,71,1.0,64,0.8430803571428571,0.868408203125,0.09713944059462595,0.14758986786775785,0.09713944059462595,0.0015286652514413751,0.0018813507687711008,0.8125360123247511
f05,window34,34,60,0,normal,First Rest,2013-07-02 11:02:13,2013-07-02 11:03:13,1.0,0.0,1.0,1.0,73,1.0,62,0.8298611111111112,0.8550907258064516,0.12316474544626872,0.1940352705547687,0.12316474544626872,0.0006521267280686155,0.004706715465395724,0.13855240089678697
f05,window35,35,60,0,normal,First Rest,2013-07-02 11:02:43,2013-07-02 11:03:43,1.0,0.0,1.0,1.0,77,1.0,61,0.7822779605263158,0.7684426229508197,0.10741839633791157,0.14324810480858027,0.10741839633791157,0.004012580431874427,0.0029154815150818497,1.3763011053636458
f05,window36,36,60,1,stress,Real Opinion,2013-07-02 11:03:43,2013-07-02 11:04:43,0.65,0.65,0.35,1.0,96,1.0,72,0.6261513157894737,0.5661892361111112,0.05837592936245523,0.07058705200113734,0.05837592936245523,0.001499995440121763,0.0005654957556051239,2.6525317391934315
f05,window37,37,60,1,stress,Real Opinion,2013-07-02 11:04:13,2013-07-02 11:05:13,0.6833333333333333,0.6833333333333333,0.0,0.6833333333333333,90,1.0,71,0.6671348314606742,0.6111355633802817,0.07155707471125337,0.07138321662737977,0.07155707471125337,0.0003388798198308106,0.0015603535348813918,0.2171814350115021
f05,window38,38,60,1,stress,Opposite Opinion,2013-07-02 11:04:43,2013-07-02 11:05:43,0.6833333333333333,0.6833333333333333,0.0,0.6833333333333333,84,1.0,66,0.7163027108433735,0.6905776515151515,0.08653672358573739,0.11839521901080037,0.08653672358573739,0.0012035151229565302,0.0025165483774768032,0.4782404080636927
f05,window39,39,60,1,stress,Opposite Opinion,2013-07-02 11:05:13,2013-07-02 11:06:13,0.5333333333333333,0.5333333333333333,0.4666666666666667,1.0,83,1.0,66,0.7221798780487805,0.704782196969697,0.09339931205187879,0.10233159242234192,0.09339931205187879,0.0027585381780192843,0.002144244674674055,1.2864847984004473
f05,window40,40,60,0,normal,Second Rest,2013-07-02 11:05:43,2013-07-02 11:06:43,0.9666666666666667,0.03333333333333333,0.9666666666666667,1.0,71,1.0,60,0.8392857142857143,0.8268229166666666,0.14028580813613942,0.19875931048973766,0.14028580813613942,0.0010387808223923257,0.00553636327798056,0.1876287321180323
f05,window41,41,60,0,normal,Second Rest,2013-07-02 11:06:13,2013-07-02 11:07:13,1.0,0.0,1.0,1.0,68,1.0,58,0.8852611940298507,0.9183728448275862,0.1301809882602178,0.20050392244708498,0.1301809882602178,0.0021197494331605293,0.0017188446215917904,1.23324086804162
f05,window42,42,60,0,normal,Second Rest,2013-07-02 11:06:43,2013-07-02 11:07:43,1.0,0.0,1.0,1.0,66,1.0,62,0.9076923076923077,0.9115423387096774,0.10937296759297956,0.18617186720700918,0.10937296759297956,0.0009588279909327679,0.001883275050749921,0.5091279633057116
f05,window43,43,60,0,normal,Second Rest,2013-07-02 11:07:13,2013-07-02 11:08:13,1.0,0.0,1.0,1.0,63,1.0,62,0.9362399193548387,0.9362399193548387,0.08609993753272215,0.13773498921515318,0.08609993753272215,0.0002360724189331937,0.00036401849384862174,0.6485176520491983
f05,window44,44,60,0,normal,Second Rest,2013-07-02 11:07:43,2013-07-02 11:08:43,1.0,0.0,1.0,1.0,65,1.0,64,0.9296875,0.9296875,0.07133586862402216,0.10177690281408927,0.07133586862402216,0.0003582345596021014,0.0021693972840433388,0.1651309155022178
f05,window45,45,60,0,normal,Second Rest,2013-07-02 11:08:13,2013-07-02 11:09:13,1.0,0.0,1.0,1.0,68,1.0,65,0.8796641791044776,0.8793269230769231,0.09555583268311418,0.1448739602394742,0.09555583268311418,0.0002889294469138985,0.0028209509165961033,0.10242271328227677
f05,window46,46,60,0,normal,Second Rest,2013-07-02 11:08:43,2013-07-02 11:09:43,1.0,0.0,1.0,1.0,67,1.0,64,0.8882575757575758,0.88818359375,0.10062740915388044,0.155578916010952,0.10062740915388044,0.0020882190112537463,0.00333898896301818,0.6254045863530386
f05,window47,47,60,0,normal,Second Rest,2013-07-02 11:09:13,2013-07-02 11:10:13,1.0,0.0,1.0,1.0,66,1.0,65,0.9153846153846154,0.9153846153846154,0.0697637404018167,0.10432320594588783,0.0697637404018167,0.00017777851364565532,0.000616515145788844,0.28836033447026516
f05,window48,48,60,0,normal,Second Rest,2013-07-02 11:09:43,2013-07-02 11:10:43,1.0,0.0,1.0,1.0,68,1.0,67,0.8836287313432836,0.8836287313432836,0.0819396846856002,0.12373591421977304,0.0819396846856002,0.0009470465533956794,0.001630232550529514,0.5809272751228469
f05,window49,49,60,0,normal,Second Rest,2013-07-02 11:10:13,2013-07-02 11:11:13,1.0,0.0,1.0,1.0,73,1.0,70,0.828125,0.8397321428571428,0.08413017200646113,0.11679054144344128,0.08413017200646113,0.00012914576706944193,0.0012017855006579627,0.10746157862508428
f05,window50,50,60,0,normal,Second Rest,2013-07-02 11:10:43,2013-07-02 11:11:43,1.0,0.0,1.0,1.0,72,1.0,69,0.8329665492957746,0.8340126811594203,0.1003878013678134,0.14430439768481235,0.1003878013678134,0.001418540737162739,0.0044245444399605765,0.32060718485525674
f05,window51,51,60,0,normal,Second Rest,2013-07-02 11:11:13,2013-07-02 11:12:13,1.0,0.0,1.0,1.0,72,1.0,68,0.8417693661971831,0.8469669117647058,0.1079063298381484,0.1662056843921222,0.1079063298381484,0.0012875026078631095,0.003217549721882018,0.4001500269310586
f05,window52,52,60,0,normal,Second Rest,2013-07-02 11:11:43,2013-07-02 11:12:43,1.0,0.0,1.0,1.0,72,1.0,69,0.8400088028169014,0.8512228260869565,0.1066597722018178,0.1667432422124789,0.1066597722018178,0.0009123136454591962,0.002920037411020602,0.3124321770728024
f05,window53,53,60,0,normal,Second Rest,2013-07-02 11:12:13,2013-07-02 11:13:13,1.0,0.0,1.0,1.0,75,1.0,64,0.807643581081081,0.826904296875,0.131609460781069,0.13662748512821393,0.131609460781069,0.002844885902032512,0.002427002426436823,1.172180905566378
f05,window54,54,60,0,normal,Second Rest,2013-07-02 11:12:43,2013-07-02 11:13:43,1.0,0.0,1.0,1.0,73,1.0,62,0.8226996527777778,0.8719758064516129,0.13393702976734262,0.15590381732384728,0.13393702976734262,0.0013247546911592434,0.0028549337050166696,0.4640229259374372
f05,window55,55,60,0,normal,Second Rest,2013-07-02 11:13:13,2013-07-02 11:14:13,1.0,0.0,1.0,1.0,66,1.0,65,0.9045673076923076,0.9045673076923076,0.0858499587745832,0.1460018093049278,0.0858499587745832,0.0002855983832373988,0.0009578865141590139,0.29815471772054625
f05,window56,56,60,0,normal,Second Rest,2013-07-02 11:13:43,2013-07-02 11:14:43,1.0,0.0,1.0,1.0,70,1.0,66,0.8616394927536232,0.8773674242424242,0.10812469976921857,0.16044840262167198,0.10812469976921857,0.00039845684894373947,0.002551184581489522,0.1561850333507027
f05,window57,57,60,0,normal,Second Rest,2013-07-02 11:14:13,2013-07-02 11:15:13,1.0,0.0,1.0,1.0,73,1.0,58,0.828125,0.8114224137931034,0.11558210953705453,0.17048631581912652,0.11558210953705453,0.0012967397874490089,0.002836657721377234,0.45713650176286513
f05,window58,58,60,0,normal,Second Rest,2013-07-02 11:14:43,2013-07-02 11:15:43,1.0,0.0,1.0,1.0,71,1.0,58,0.8448660714285714,0.8903556034482759,0.12349209628861493,0.1808487694519393,0.12349209628861493,0.0025683348930985897,0.005921413603129637,0.4337367840241984
f05,window59,59,60,0,normal,Second Rest,2013-07-02 11:15:13,2013-07-02 11:16:13,1.0,0.0,1.0,1.0,70,1.0,58,0.8623188405797102,0.8774245689655172,0.12798831426414004,0.2005252833295242,0.12798831426414004,0.001964916209059776,0.0029622761706096638,0.6633129714760452
f05,window60,60,60,0,normal,Second Rest,2013-07-02 11:15:43,2013-07-02 11:16:43,1.0,0.0,1.0,1.0,71,1.0,62,0.8428571428571429,0.8548387096774194,0.11345317170936965,0.17061291466237297,0.11345317170936965,0.0012999364604044483,0.004354839583036349,0.29850386808004675
f05,window61,61,60,0,normal,Second Rest,2013-07-02 11:16:13,2013-07-02 11:17:13,1.0,0.0,1.0,1.0,74,1.0,63,0.815068493150685,0.8640873015873016,0.10734131568522917,0.1649183227400862,0.10734131568522917,0.0022012921431832236,0.0022698911763515657,0.9697787127933585
f05,window62,62,60,0,normal,Second Rest,2013-07-02 11:16:43,2013-07-02 11:17:43,1.0,0.0,1.0,1.0,73,1.0,63,0.8231336805555556,0.8377976190476191,0.14122799981179016,0.23397984161085744,0.14122799981179016,0.0015306820276967158,0.007174033459438897,0.21336421642734227
f05,window63,63,60,0,normal,Second Rest,2013-07-02 11:17:13,2013-07-02 11:18:13,1.0,0.0,1.0,1.0,72,1.0,63,0.8386883802816901,0.8402777777777778,0.122887798152397,0.18961965525565697,0.122887798152397,0.0023708420839988562,0.002941416608813268,0.8060204994067082
f05,window64,64,60,0,normal,Second Rest,2013-07-02 11:17:43,2013-07-02 11:18:43,1.0,0.0,1.0,1.0,76,1.0,68,0.793125,0.8200827205882353,0.11861848873047295,0.14704707687391877,0.11861848873047295,0.0013915100363192218,0.002986718416239812,0.46589930565703974
f05,window65,65,60,1,stress,Subtract Test,2013-07-02 11:18:43,2013-07-02 11:19:43,0.7166666666666667,0.7166666666666667,0.2833333333333333,1.0,87,1.0,73,0.6876816860465116,0.644263698630137,0.06686994623601701,0.06899813176818631,0.06686994623601701,0.0003407532994409769,0.0004349138630857427,0.7834960629291273
f06,window1,1,60,1,stress,TMCT,2013-07-11 16:16:12,2013-07-11 16:17:12,1.0,1.0,0.0,1.0,91,1.0,69,0.6623263888888888,0.6965579710144928,0.08101125900153418,0.0988938128157434,0.08101125900153418,0.0024327653204209224,0.0013412104766890591,1.8138579758387354
f06,window2,2,60,1,stress,TMCT,2013-07-11 16:16:42,2013-07-11 16:17:42,1.0,1.0,0.0,1.0,89,1.0,71,0.6702769886363636,0.7024647887323944,0.07400847574432011,0.10011851236338434,0.07400847574432011,0.0004986422909365065,0.0018775818107522203,0.26557686492325694
f06,window3,3,60,1,stress,TMCT,2013-07-11 16:17:12,2013-07-11 16:18:12,1.0,1.0,0.0,1.0,93,1.0,71,0.6482676630434783,0.663512323943662,0.07765399328962186,0.11236350847011803,0.07765399328962186,0.0007742426621724494,0.001112620112059902,0.6958733297917997
f06,window4,4,60,1,stress,TMCT,2013-07-11 16:17:42,2013-07-11 16:18:42,1.0,1.0,0.0,1.0,89,1.0,74,0.6747159090909091,0.6739864864864865,0.08067315387769429,0.11857413076342314,0.08067315387769429,0.0006322597733749672,0.0026741583135324997,0.23643318728567234
f06,window5,5,60,1,stress,TMCT,2013-07-11 16:18:12,2013-07-11 16:19:12,1.0,1.0,0.0,1.0,86,1.0,72,0.6959558823529411,0.6998697916666666,0.08926396180647123,0.13631652982238399,0.08926396180647123,0.0005368081328682,0.0014516777687939237,0.36978463430916114
f06,window6,6,60,1,stress,TMCT,2013-07-11 16:18:42,2013-07-11 16:19:42,1.0,1.0,0.0,1.0,87,1.0,71,0.6896802325581395,0.7106073943661971,0.08013948363902143,0.1185118617857663,0.08013948363902143,0.000595564794948761,0.0019892289683049774,0.299394792876077
f06,window7,7,60,1,stress,TMCT,2013-07-11 16:19:12,2013-07-11 16:20:12,1.0,1.0,0.0,1.0,88,1.0,69,0.6822916666666666,0.7128623188405797,0.09033254320973655,0.1328395301213748,0.09033254320973655,0.0008090306420779667,0.003308186404887903,0.2445541281720431
f06,window8,8,60,1,stress,TMCT,2013-07-11 16:19:42,2013-07-11 16:20:42,0.5166666666666667,0.5166666666666667,0.48333333333333334,1.0,84,1.0,64,0.7174322289156626,0.73486328125,0.09370802893503656,0.11421070362023243,0.09370802893503656,0.0014087000838109859,0.00251987790177936,0.5590350559510289
f06,window9,9,60,0,normal,First Rest,2013-07-11 16:20:12,2013-07-11 16:21:12,0.9833333333333333,0.016666666666666666,0.9833333333333333,1.0,81,1.0,64,0.740234375,0.726806640625,0.10242244810501248,0.1361586813535461,0.10242244810501248,0.0005832058008264987,0.0027594583675551064,0.21134792526086266
f06,window10,10,60,0,normal,First Rest,2013-07-11 16:20:42,2013-07-11 16:21:42,1.0,0.0,1.0,1.0,82,0.9876543209876543,67,0.7332175925925926,0.7094216417910447,0.10165877689453372,0.1435022362498652,0.10165877689453372,0.0033171031943649504,0.0030033090127630294,1.104482815543923
f06,window11,11,60,0,normal,First Rest,2013-07-11 16:21:12,2013-07-11 16:22:12,1.0,0.0,1.0,1.0,85,1.0,72,0.7100074404761905,0.7063802083333334,0.09002048965620388,0.12494497028128643,0.09002048965620388,0.0012194149231015555,0.0008021465216020965,1.5201897536949545
f06,window12,12,60,0,normal,First Rest,2013-07-11 16:21:42,2013-07-11 16:22:42,1.0,0.0,1.0,1.0,87,1.0,74,0.6934956395348837,0.6944679054054054,0.0729783614634945,0.08951627520957996,0.0729783614634945,0.0013833812352031325,0.0021628021554208204,0.6396244944253653
f06,window13,13,60,0,normal,First Rest,2013-07-11 16:22:12,2013-07-11 16:23:12,1.0,0.0,1.0,1.0,85,1.0,71,0.7064732142857143,0.7257922535211268,0.0890004622546499,0.1125031001556973,0.0890004622546499,0.0012691869732657701,0.001021393126697405,1.2426037928898026
f06,window14,14,60,0,normal,First Rest,2013-07-11 16:22:42,2013-07-11 16:23:42,1.0,0.0,1.0,1.0,83,1.0,65,0.7229420731707317,0.7461538461538462,0.09082085803623455,0.11764234645605935,0.09082085803623455,0.0016755142383391049,0.0022243577920895248,0.7532575219228353
f06,window15,15,60,0,normal,First Rest,2013-07-11 16:23:12,2013-07-11 16:24:12,1.0,0.0,1.0,1.0,85,1.0,72,0.7092633928571429,0.7222222222222222,0.07274077661505772,0.07699446088545756,0.07274077661505772,0.003305629917438072,0.0012495314988841067,2.6454954680135416
f06,window16,16,60,0,normal,First Rest,2013-07-11 16:23:42,2013-07-11 16:24:42,1.0,0.0,1.0,1.0,88,1.0,77,0.6848060344827587,0.7071834415584416,0.07057255288671285,0.061983888770431816,0.07057255288671285,0.0015408930475764593,0.0004867369683430207,3.165761279284087
f06,window17,17,60,0,normal,First Rest,2013-07-11 16:24:12,2013-07-11 16:25:12,1.0,0.0,1.0,1.0,85,1.0,74,0.7020089285714286,0.7233952702702703,0.062221175443538536,0.0690829035285251,0.062221175443538536,0.002753017239178196,0.0008569895092307263,3.21242816805241
f06,window18,18,60,0,normal,First Rest,2013-07-11 16:24:42,2013-07-11 16:25:42,1.0,0.0,1.0,1.0,90,1.0,74,0.6704705056179775,0.6959459459459459,0.07481101211880722,0.09902402590017967,0.07481101211880722,0.001024827799906519,0.0016759844064649677,0.6114781235155485
f06,window19,19,60,0,normal,First Rest,2013-07-11 16:25:12,2013-07-11 16:26:12,1.0,0.0,1.0,1.0,90,1.0,65,0.6655547752808989,0.6853365384615384,0.09685859519432312,0.13269756055830492,0.09685859519432312,0.0016944560016157158,0.002772985411052852,0.6110583903044632
f06,window20,20,60,0,normal,First Rest,2013-07-11 16:25:42,2013-07-11 16:26:42,1.0,0.0,1.0,1.0,81,1.0,65,0.7380859375,0.7331730769230769,0.10030406342981596,0.14170591521263323,0.10030406342981596,0.0011826972137156486,0.00453812182686984,0.2606138087155345
f06,window21,21,60,0,normal,First Rest,2013-07-11 16:26:12,2013-07-11 16:27:12,1.0,0.0,1.0,1.0,75,1.0,66,0.7991976351351351,0.7746212121212122,0.09037733129589037,0.12871580483165826,0.09037733129589037,0.0017456051667861456,0.002409178311608841,0.7245645365371218
f06,window22,22,60,0,normal,First Rest,2013-07-11 16:26:42,2013-07-11 16:27:42,1.0,0.0,1.0,1.0,78,1.0,68,0.7717126623376623,0.7688419117647058,0.07067201915325538,0.09907895568159378,0.07067201915325538,0.0008485239184730127,0.0007209953529392365,1.1768784847418066
f06,window23,23,60,0,normal,First Rest,2013-07-11 16:27:12,2013-07-11 16:28:12,1.0,0.0,1.0,1.0,79,1.0,67,0.7608173076923077,0.7569962686567164,0.07774082698368295,0.11837310604545478,0.07774082698368295,0.0006381204426443436,0.0010960421592166045,0.5822042859194758
f06,window24,24,60,0,normal,First Rest,2013-07-11 16:27:42,2013-07-11 16:28:42,1.0,0.0,1.0,1.0,79,1.0,68,0.7536057692307693,0.7463235294117647,0.08691859949984147,0.13085350113515634,0.08691859949984147,0.0008649428112198912,0.001018984499827939,0.8488282317993469
f06,window25,25,60,0,normal,First Rest,2013-07-11 16:28:12,2013-07-11 16:29:12,1.0,0.0,1.0,1.0,87,1.0,66,0.684593023255814,0.7095170454545454,0.09074155223631293,0.11995529515839833,0.09074155223631293,0.0009373542263425703,0.0012831703864197355,0.7304986432534097
f06,window26,26,60,0,normal,First Rest,2013-07-11 16:28:42,2013-07-11 16:29:42,1.0,0.0,1.0,1.0,90,1.0,62,0.664501404494382,0.7076612903225806,0.0999459238543987,0.11963379059638216,0.0999459238543987,0.0016885960632589988,0.0028470610205272805,0.5931014653652447
f06,window27,27,60,0,normal,First Rest,2013-07-11 16:29:12,2013-07-11 16:30:12,1.0,0.0,1.0,1.0,84,1.0,71,0.7185617469879518,0.7533010563380281,0.10009745378462853,0.1090876326956583,0.10009745378462853,0.0015280305669874974,0.001759227472233511,0.8685804372117458
f06,window28,28,60,0,normal,First Rest,2013-07-11 16:29:42,2013-07-11 16:30:42,1.0,0.0,1.0,1.0,78,1.0,76,0.7670454545454546,0.7625411184210527,0.06541416127361654,0.0639417052217617,0.06541416127361654,0.0005453500083249613,0.0007870738880280248,0.6928828622320442
f06,window29,29,60,0,normal,First Rest,2013-07-11 16:30:12,2013-07-11 16:31:12,1.0,0.0,1.0,1.0,79,1.0,78,0.7522035256410257,0.7522035256410257,0.043243719479582575,0.058490506985899283,0.043243719479582575,0.0004221951137794454,0.000416079225937089,1.0146988541150601
f06,window30,30,60,0,normal,First Rest,2013-07-11 16:30:42,2013-07-11 16:31:42,1.0,0.0,1.0,1.0,80,1.0,79,0.7498022151898734,0.7498022151898734,0.041339391095768244,0.048061896690221644,0.041339391095768244,0.0004339028987084648,0.0005235082708149848,0.828836759413515
f06,window31,31,60,0,normal,First Rest,2013-07-11 16:31:12,2013-07-11 16:32:12,1.0,0.0,1.0,1.0,83,1.0,81,0.7193216463414634,0.7146990740740741,0.061222366460362006,0.05972859351108563,0.061222366460362006,0.0005106941137903022,0.000560266005343501,0.9115207935509023
